Label,P1:string,P2:string,P3:url,P4:string,P5:time,P6:time,P7:string,P8:string,P9:string,P10:string,P11:string,QID
Eugenio Montes,Eugenio Montes,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eugenio%20Montes%201935.jpg,Vigo,+1900-11-23T00:00:00Z,+1982-01-01T00:00:00Z,Poesía,,,"Gran Cruz de la Orden del Mérito Civil, Gran Cruz de la Orden de Cisneros, Premio Nacional de Periodismo «José Antonio Primo de Rivera», premio Mariano de Cavia",13589,Q372
Eugenio Sellés,Eugenio Sellés,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eugenio%20Sell%C3%A9s%2C%20de%20Kaulak.jpg,Granada,+1842-04-08T00:00:00Z,+1926-10-12T00:00:00Z,Dramaturgia,,,,2785,Q373
Eugenio Trías,Eugenio Trías,España,http://commons.wikimedia.org/wiki/Special:FilePath/%28Eugenio%20Tr%C3%ADas%29%20El%20Canto%20de%20las%20Sirenas.%207%20de%20marzo%20de%202008.%20C%C3%A1tedra%20Alfonso%20Reyes.jpg,Barcelona,+1942-08-31T00:00:00Z,+2013-02-10T00:00:00Z,,,,"Premio Friedrich Nietzsche, Premio Nacional de Ensayo, Premio Anagrama, Premio ABC Cultural & Ámbito Cultural, doctor honoris causa, premio Mariano de Cavia",37767,Q374
Eugenio d'Ors,Eugenio d'Ors,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eugenio%20D%27Ors.JPG,Barcelona,+1881-09-18T00:00:00Z,+1954-09-26T00:00:00Z,,,,"Premio Ondas, Gran Cruz de la Orden Civil de Alfonso X el Sabio",3745,Q375
Eugenio de Llaguno y Amírola,Eugenio de Llaguno y Amírola,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eugenio%20de%20Llaguno%20y%20Am%C3%ADrola.jpg,Menagaray,+1724-01-01T00:00:00Z,+1799-01-01T00:00:00Z,,,,,63008,Q376
Eulogio Florentino Sanz,Eulogio Florentino Sanz,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eulogio%20Florentino%20Sanz%20y%20S%C3%A1nchez%20%28Museo%20del%20Prado%29.jpg,Arévalo,+1822-01-01T00:00:00Z,+1881-04-29T00:00:00Z,Poesía,Romanticismo,,Gran Cruz de la Orden de Carlos III,14201,Q377
Eunice Odio,Eunice Odio,Costa Rica,http://commons.wikimedia.org/wiki/Special:FilePath/Eunice%20Odio%20Obras%20completas.jpg,San José,+1919-10-18T00:00:00Z,+1974-03-23T00:00:00Z,,,,,90831,Q378
Eusebio Asquerino,Eusebio Asquerino,España,http://commons.wikimedia.org/wiki/Special:FilePath/Los%20poetas%20contempor%C3%A1neos.jpg,Sevilla,+1822-11-14T00:00:00Z,+1892-03-14T00:00:00Z,,Romanticismo,,,2972,Q379
Eusebio Francisco Kino,Eusebio Francisco Kino,principado episcopal de Trento,http://commons.wikimedia.org/wiki/Special:FilePath/Padre%20Misionero%20Francisco%20Eusebio%20Kino.jpg,principado episcopal de Trento,+1645-08-10T00:00:00Z,+1711-03-15T00:00:00Z,,,,,7783,Q380
Eusebio Martínez de Velasco,Eusebio Martínez de Velasco,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eusebio%20Mart%C3%ADnez%20de%20Velasco.png,Burgos,+1836-01-01T00:00:00Z,+1893-01-01T00:00:00Z,,,,,1036,Q381
Eva Canel,Eva Canel,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eva%20Canel%20%281857-1932%29.jpg,Coaña,+1857-01-30T00:00:00Z,+1932-05-02T00:00:00Z,,,,,74468,Q382
Evaristo Carriego,Evaristo Carriego,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Evaristocarriego.jpg,Paraná,+1883-05-07T00:00:00Z,+1912-10-13T00:00:00Z,Poesía,,,,3718,Q383
Ezra Pound,Ezra Pound,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Ezra%20Pound.jpg,Hailey,+1885-10-30T00:00:00Z,+1972-11-01T00:00:00Z,,,,Premio Bollingen,13786,Q384
F. Marion Crawford,F. Marion Crawford,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Marion%20Crawford.jpg,Bagni di Lucca,+1854-08-02T00:00:00Z,+1909-04-09T00:00:00Z,,,,,610,Q385
F. Scott Fitzgerald,F. Scott Fitzgerald,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20van%20Vechten%20-%20Francis%20Scott%20Fitzgerald%201937%20Detail.jpg,Saint Paul,+1896-09-24T00:00:00Z,+1940-12-21T00:00:00Z,,,El gran Gatsby,,1536,Q386
Facundo Cabral,Facundo Cabral,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Facundo%20Cabral.jpg,La Plata,+1937-05-22T00:00:00Z,+2011-07-09T00:00:00Z,"Poesía, balada, folk rock",,,,41829,Q387
Fanny Garrido,Fanny Garrido,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fanny-garrido%20%28cropped%29.jpg,La Coruña,+1846-09-01T00:00:00Z,+1917-09-11T00:00:00Z,,,,,12834,Q388
Faustina Sáez de Melgar,Faustina Sáez de Melgar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Faustina%20Saez%20de%20Melgar-La%20higuera%20de%20Villaverde%20Leyenda.%20Madrid%201860.jpg,Villamanrique de Tajo,+1834-01-01T00:00:00Z,+1895-01-01T00:00:00Z,"Poesía, Novela, Ensayo",,,,596,Q389
Federico Baráibar,Federico Baráibar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Federico%20Baraibar%20idazle%20gasteiztarra.jpg,Vitoria,+1851-01-01T00:00:00Z,+1918-02-25T00:00:00Z,,,,,30804,Q390
Federico Gamboa,Federico Gamboa,México,http://commons.wikimedia.org/wiki/Special:FilePath/Fgamboa.jpg,Ciudad de México,+1864-01-01T00:00:00Z,+1939-01-01T00:00:00Z,,,,"Gran Cruz de la Orden Civil de Alfonso XII, doctorado honoris causa por la Universidad Nacional Autónoma de México",10095,Q391
Federico Gana,Federico Gana,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Federico%20Gana%20y%20Gana.jpg,Santiago,+1867-01-15T00:00:00Z,+1926-04-22T00:00:00Z,,,,,10259,Q392
Federico Madrazo,Federico Madrazo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Raimundo%20de%20Madrazo%20-%20Portrait%20of%20Federico%20de%20Madrazo%20Painting%20-%20Google%20Art%20Project.jpg,Roma,+1815-02-09T00:00:00Z,+1894-06-10T00:00:00Z,Retrato,Romanticismo,,Legión de Honor,12427,Q393
Felipe Alaiz,Felipe Alaiz,España,http://commons.wikimedia.org/wiki/Special:FilePath/Felipe%20Alaiz.jpg,Belver de Cinca,+1887-05-23T00:00:00Z,+1959-04-08T00:00:00Z,,,,,42355,Q394
Felipe Guamán Poma de Ayala,Felipe Guamán Poma de Ayala,Imperio español,http://commons.wikimedia.org/wiki/Special:FilePath/Felipe%20Guam%C3%A1n%20Poma%20de%20Ayala.jpg,Virreinato del Perú,+1551-01-01T00:00:00Z,+1615-01-01T00:00:00Z,,,,,5465,Q395
Felipe Pérez y González,Felipe Pérez y González,España,http://commons.wikimedia.org/wiki/Special:FilePath/Felipe%20P%C3%A9rez%20y%20Gonz%C3%A1lez%2C%20de%20Compa%C3%B1y.jpg,Sevilla,+1854-05-15T00:00:00Z,+1910-03-16T00:00:00Z,,,,,2119,Q396
Felipe Sassone,Felipe Sassone,Perú,http://commons.wikimedia.org/wiki/Special:FilePath/Felipe%20Sassone.jpg,Lima,+1884-08-10T00:00:00Z,+1959-12-11T00:00:00Z,Novela,,,,10220,Q397
Fermín Abella y Blave,Fermín Abella y Blave,España,http://commons.wikimedia.org/wiki/Special:FilePath/Excmo.%20Sr.%20D.%20Ferm%C3%ADn%20Abella%2C%20Intendente%20de%20la%20Real%20Casa%20y%20Patrimonio.jpg,Pedrola,+1832-07-07T00:00:00Z,+1888-04-09T00:00:00Z,,,,,10303,Q398
Fermín Caballero,Fermín Caballero,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ferm%C3%ADn%20Caballero.jpg,Barajas de Melo,+1800-07-07T00:00:00Z,+1876-06-17T00:00:00Z,,Romanticismo,,,30292,Q399
Fermín Estrella Gutiérrez,Fermín Estrella Gutiérrez,España,http://commons.wikimedia.org/wiki/Special:FilePath/A.%20Storni%20y%20F.%20Estrella%20Guti%C3%A9rrez.JPG,Almería,+1900-10-28T00:00:00Z,+1990-02-18T00:00:00Z,,,,,36450,Q400
Fernando Calderón y Beltrán,Fernando Calderón y Beltrán,México,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20Calder%C3%B3n%20y%20Beltr%C3%A1n.jpg,Guadalajara,+1809-07-20T00:00:00Z,+1845-01-18T00:00:00Z,,,,,70864,Q401
Fernando Corradi,Fernando Corradi,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20Corradi.jpg,Madrid,+1808-12-10T00:00:00Z,+1885-02-26T00:00:00Z,,,,Gran Cruz de la Orden de Carlos III,37023,Q402
Fernando Fernán Gómez,Fernando Fernán Gómez,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20Fern%C3%A1n%20G%C3%B3mez.jpg,Lima,+1921-08-28T00:00:00Z,+2007-11-21T00:00:00Z,Dramaturgia,,,"Premio Fastenrath, Oso de Plata, Premio Donostia del Festival de San Sebastián, Premio Goya a la mejor interpretación masculina de reparto, Premio Príncipe de Asturias de las Artes, Medalla de Oro al Mérito en las Bellas Artes, Gran Cruz de la Orden Civil de Alfonso X el Sabio, Premio Ciudad de Alcalá, premio Mariano de Cavia",6415,Q403
Fernando Pérez Ollo,Fernando Pérez Ollo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fernandoperezollo.jpg,Pamplona,+1939-05-30T00:00:00Z,+2011-10-18T00:00:00Z,,,,,48604,Q405
Fernando Quiñones,Fernando Quiñones,España,http://commons.wikimedia.org/wiki/Special:FilePath/Estatuafernandoqui.jpg,Chiclana de la Frontera,+1930-03-02T00:00:00Z,+1998-11-17T00:00:00Z,"Poesía, Novela",,,"Premio Café Gijón, doctor honoris causa, Hija Predilecta de la Provincia de Cádiz",37547,Q406
Fernando Santiván,Fernando Santiván,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20Santiv%C3%A1n.jpg,Arauco,+1886-01-01T00:00:00Z,+1973-01-01T00:00:00Z,,,,"Premio Nacional de Literatura, Premio Atenea",10269,Q407
Fernando de Rojas,Fernando de Rojas,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando-de-Rojas.jpg,La Puebla de Montalbán,+1465-01-01T00:00:00Z,+1541-04-01T00:00:00Z,Teatro,,La Celestina,,298,Q408
Fernando de los Ríos,Fernando de los Ríos,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20de%20los%20R%C3%ADos%20%28cropped%29.jpg,Ronda,+1879-12-08T00:00:00Z,+1919-05-31T00:00:00Z,,,,,37172,Q409
Fernán Caballero,Fernán Caballero,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Cecilia%20B%C3%B6hl%20de%20Faber%20%28Museo%20del%20Romanticismo%20de%20Madrid%29.jpg,Morges,+1796-12-24T00:00:00Z,+1877-04-07T00:00:00Z,Novela,,La familia de Alvareda: Novela de costumbres populares,,111,Q410
Filippo Tommaso Marinetti,Filippo Tommaso Marinetti,Reino de Italia,http://commons.wikimedia.org/wiki/Special:FilePath/FilippoTommasoMarinetti.jpg,Alejandría,+1876-12-22T00:00:00Z,+1944-12-02T00:00:00Z,,Futurismo,,"medalla conmemorativa por la operación militar en África Este, Cruz del Mérito de Guerra",36462,Q411
Florencio María del Castillo,Florencio María del Castillo,México,http://commons.wikimedia.org/wiki/Special:FilePath/Florencio%20Mar%C3%ADa%20del%20Castillo.jpg,Ciudad de México,+1828-11-27T00:00:00Z,+1863-01-01T00:00:00Z,,,,,40704,Q412
Florencio Sánchez,Florencio Sánchez,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/083%20MO%201.jpg,Minas,+1875-01-17T00:00:00Z,+1910-11-07T00:00:00Z,Dramaturgia,,,,283,Q413
Florentino Pérez Embid,Florentino Pérez Embid,España,http://commons.wikimedia.org/wiki/Special:FilePath/Busto%20a%20Florentino%20P%C3%A9rez%20Embid.jpg,Aracena,+1918-07-12T00:00:00Z,+1974-12-23T00:00:00Z,,,,"Gran Cruz de la Orden de Isabel la Católica, Gran Cruz de la Orden Civil de Alfonso X el Sabio, Gran Cruz de la Orden del Mérito Civil, Gran Cruz de la Orden de Cisneros, Gran Cruz de la Orden Imperial del Yugo y las Flechas",42033,Q414
Florentino Soria López,Florentino Soria López,España,http://commons.wikimedia.org/wiki/Special:FilePath/Florentino%20Soria%20L%C3%B3pez.jpg,Fuentenava de Jábaga,+1876-03-14T00:00:00Z,+1949-01-01T00:00:00Z,,,,,36414,Q415
Francesc Mulet,Francesc Mulet,España,http://commons.wikimedia.org/wiki/Special:FilePath/Pare%20Mulet.jpg,San Mateo,+1624-01-01T00:00:00Z,+1675-01-01T00:00:00Z,,,,,66633,Q416
Francesc Vicent García,Francesc Vicent García,España,http://commons.wikimedia.org/wiki/Special:FilePath/Rector%20de%20Vallfogona%20%28gravat%20dif%C3%B3s%20l%27any%201840%29.jpg,Tortosa,+1579-01-01T00:00:00Z,+1623-01-01T00:00:00Z,Lesbianismo,,,,1377,Q417
Francesc d'Assís Ubach i Vinyeta,Francesc d'Assís Ubach i Vinyeta,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francesc%20d%27Ass%C3%ADs%20Ubach%20i%20Vinyeta%20%28ANC-1-402-N-7274%29.jpg,Tiana,+1843-01-01T00:00:00Z,+1913-01-01T00:00:00Z,,,,Mestre en Gay Saber,6139,Q418
Francisca Aguirre,Francisca Aguirre,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisca%20Aguirre%20en%20XX%20Bilbao%20Poes%C3%ADa.jpg,Alicante,+1930-10-27T00:00:00Z,+2019-04-13T00:00:00Z,Poesía,,,"Premio Nacional de las Letras Españolas, Premio Nacional de Poesía",4966,Q419
Francisco A. de Icaza,Francisco A. de Icaza,España,http://commons.wikimedia.org/wiki/Special:FilePath/1900-11-24%2C%20Blanco%20y%20Negro%2C%20Delegados%20oficiales%20del%20Congreso%20Hispanoamericano%20de%201900%2C%20Franzen%2C%20c%20%28cropped%29%20Francisco%20A.%20de%20Icaza.jpg,Ciudad de México,+1863-02-02T00:00:00Z,+1925-05-28T00:00:00Z,,,,"Gran Cruz de la Orden Civil de Alfonso XII, doctorado honoris causa por la Universidad Nacional Autónoma de México",2880,Q420
Francisco Acebal,Francisco Acebal,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Acebal%2C%20de%20Franzen%2C%20Blanco%20y%20Negro%2C%2012-01-1901%20%28cropped%29.jpg,Gijón,+1866-04-05T00:00:00Z,+1933-09-05T00:00:00Z,"Novela, Cuento, Novela corta, Dramaturgia",,,,54290,Q421
Francisco Acuña de Figueroa,Francisco Acuña de Figueroa,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Acu%C3%B1a%20de%20Figueroa%2001.jpg,Montevideo,+1791-09-03T00:00:00Z,+1864-10-06T00:00:00Z,,,,,788,Q422
Francisco Ayala,Francisco Ayala,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Ayala.jpg,Granada,+1906-03-16T00:00:00Z,+2009-11-03T00:00:00Z,Novela,,,"Premio Miguel de Cervantes, Premio Nacional de las Letras Españolas, Premio Princesa de Asturias de las Letras, Hijo Predilecto de Andalucía, Gran Cruz de la Orden de Isabel la Católica, doctor honoris causa por la Universidad de Granada, doctor honoris causa por la Universidad de las Islas Baleares, doctor honoris causa por la Universidad Complutense de Madrid",6404,Q423
Francisco Bilbao,Francisco Bilbao,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Bilbao.png,Santiago,+1823-01-19T00:00:00Z,+1865-02-09T00:00:00Z,,,,,10297,Q424
Francisco Calvo Serraller,Francisco Calvo Serraller,España,http://commons.wikimedia.org/wiki/Special:FilePath/FranciscoCalvoSerraler.jpg,Madrid,+1948-04-19T00:00:00Z,+2018-11-16T00:00:00Z,,,,"doctor honoris causa, Gran Cruz de la Orden Civil de Alfonso X el Sabio",13500,Q425
Francisco Camprodón,Francisco Camprodón,España,http://commons.wikimedia.org/wiki/Special:FilePath/Camprodon%20Patria%20Fe%20Amor%201871%20portrait.jpg,Vich,+1816-03-04T00:00:00Z,+1870-08-16T00:00:00Z,"Poesía, libreto, Dramaturgia",,,,1413,Q426
Francisco Cascales,Francisco Cascales,España,http://commons.wikimedia.org/wiki/Special:FilePath/Moreno%20de%20tejada-cascales.jpg,Fortuna,+1570-01-01T00:00:00Z,+1640-01-01T00:00:00Z,,,,,76,Q427
Francisco Cervantes de Salazar,Francisco Cervantes de Salazar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Francisco%20Cervantes%20de%20Salazar..png,Toledo,+1513-01-01T00:00:00Z,+1575-11-14T00:00:00Z,,,,,69257,Q428
Francisco Fernández Villegas,Francisco Fernández Villegas,España,http://commons.wikimedia.org/wiki/Special:FilePath/1916-11-22%2C%20Mundo%20Gr%C3%A1fico%2C%20Francisco%20F.%20Villegas%2C%20Compa%C3%B1y%20%28cropped%29.jpg,Murcia,+1856-01-01T00:00:00Z,+1916-11-15T00:00:00Z,,,,,57446,Q429
Francisco Fernández y González,Francisco Fernández y González,España,http://commons.wikimedia.org/wiki/Special:FilePath/1906-12-01%2C%20Blanco%20y%20Negro%2C%20Real%20Academia%20Espa%C3%B1ola%20%2822%20nov.%201906%29%2C%20B.%20y%20N%20%28cropped%29%20Francisco%20P%C3%A9rez%20y%20Gonz%C3%A1lez.jpg,Albacete,+1833-09-26T00:00:00Z,+1917-06-30T00:00:00Z,,,,Gran Cruz de la Orden Civil de Alfonso XII,74984,Q430
Francisco García Calderón Rey,Francisco García Calderón Rey,Perú,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Garcia%20Calderon%20Rey.jpg,Valparaíso,+1883-04-08T00:00:00Z,+1953-07-01T00:00:00Z,,,,Gran Cruz de la Orden de Isabel la Católica,10215,Q431
Francisco García Lorca,Francisco García Lorca,España,http://commons.wikimedia.org/wiki/Special:FilePath/Los%20hermanos%20Federico%20Garc%C3%ADa%20Lorca%20y%20Francisco%20Garc%C3%ADa%20Lorca.jpg,Fuente Vaqueros,+1902-06-21T00:00:00Z,+1976-05-01T00:00:00Z,Poesía,Generación del 27,,,30300,Q432
Francisco Giner de los Ríos,Francisco Giner de los Ríos,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Giner%20de%20los%20R%C3%ADos%20%281881%29.jpg,Ronda,+1839-10-10T00:00:00Z,+1915-02-17T00:00:00Z,,,,,176,Q433
Francisco I. Madero,Francisco I. Madero,México,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20I%20Madero.jpg,Parras de la Fuente,+1873-10-30T00:00:00Z,+1913-02-22T00:00:00Z,,,,,71359,Q434
Francisco Javier,Francisco Javier,España,http://commons.wikimedia.org/wiki/Special:FilePath/Franciscus%20de%20Xabier.jpg,Javier,+1506-04-16T00:00:00Z,+1552-12-13T00:00:00Z,,,,,65551,Q435
Francisco Javier Llorens y Barba,Francisco Javier Llorens y Barba,España,http://commons.wikimedia.org/wiki/Special:FilePath/Llorens%20i%20Barba.jpg,Villafranca del Panadés,+1820-10-23T00:00:00Z,+1872-04-23T00:00:00Z,,,,,7017,Q436
Francisco Javier Simonet,Francisco Javier Simonet,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Javier%20Simonet.jpg,Málaga,+1829-06-01T00:00:00Z,+1897-07-09T00:00:00Z,,,,,11828,Q437
Francisco L. Urquizo,Francisco L. Urquizo,México,http://commons.wikimedia.org/wiki/Special:FilePath/Urquizo.jpg,San Pedro de las Colonias,+1891-06-21T00:00:00Z,+1969-04-06T00:00:00Z,,,,Medalla Belisario Domínguez del Senado de la República,37089,Q438
Francisco Luis Bernárdez,Francisco Luis Bernárdez,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Lu%C3%ADs%20Bern%C3%A1rdez%201922.jpg,Buenos Aires,+1900-10-05T00:00:00Z,+1978-10-24T00:00:00Z,Poesía,,,,4857,Q439
Francisco Martínez de la Rosa,Francisco Martínez de la Rosa,España,http://commons.wikimedia.org/wiki/Special:FilePath/MartinezRosa-1-.jpg,Granada,+1787-03-10T00:00:00Z,+1862-02-07T00:00:00Z,"Poesía, Dramaturgia",Romanticismo,,"Orden de San Jenaro, Caballero Gran Cruz de la Orden del León Holandés, Gran Cruz de la Legión de Honor, Caballero de la Orden del Toisón de Oro, Caballero gran cruz de la Orden de los Santos Mauricio y Lázaro",37,Q440
Francisco Maspons y Labrós,Francisco Maspons y Labrós,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20-%20MNAC-%20Francesc%20Maspons-%20027561-D%20006547.jpg,Granollers,+1840-01-01T00:00:00Z,+1901-01-01T00:00:00Z,,,,,1374,Q441
Francisco Morales Padrón,Francisco Morales Padrón,España,http://commons.wikimedia.org/wiki/Special:FilePath/FcoMoralesPadron.JPG,Santa Brígida,+1924-01-01T00:00:00Z,+2010-01-01T00:00:00Z,,,,"Orden de Alfonso X el Sabio, doctor honoris causa, doctor honoris causa por la Universidad de Las Palmas de Gran Canaria",36378,Q442
Francisco Morazán,Francisco Morazán,España,http://commons.wikimedia.org/wiki/Special:FilePath/General%20Francisco%20Moraz%C3%A1n.JPG,Tegucigalpa,+1792-10-03T00:00:00Z,+1842-09-15T00:00:00Z,,,,,41060,Q443
Francisco Méndez Álvaro,Francisco Méndez Álvaro,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20M%C3%A9ndez%20%C3%81lvaro.jpg,Pajares de Adaja,+1806-07-27T00:00:00Z,+1883-12-19T00:00:00Z,,,,"Gran Cruz de la Orden de Isabel la Católica, Gran Cruz de la Orden de Carlos III",16622,Q444
Francisco Navarro Ledesma,Francisco Navarro Ledesma,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Navarro%20Ledesma%2C%20de%20Christian%20Franzen.jpg,Madrid,+1869-09-04T00:00:00Z,+1905-09-21T00:00:00Z,,,,,2066,Q445
Francisco Navarro Villoslada,Francisco Navarro Villoslada,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Navarro%20Villoslada%2C%20en%20La%20Ilustraci%C3%B3n%20Cat%C3%B3lica.jpg,Viana,+1818-10-09T00:00:00Z,+1895-08-29T00:00:00Z,,Romanticismo,Amaya o los vascos en el siglo VIII,,123,Q446
Francisco Nieva,Francisco Nieva,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Nieva.jpg,Valdepeñas,+1924-12-29T00:00:00Z,+2016-11-10T00:00:00Z,"Teatro, Dramaturgia",,,"Premio Princesa de Asturias de las Letras, Premio Ciudad de Alcalá, premio Mariano de Cavia",4554,Q447
Francisco Palanca y Roca,Francisco Palanca y Roca,España,http://commons.wikimedia.org/wiki/Special:FilePath/FranciscoPalancayRoca.jpg,Alcira,+1834-08-11T00:00:00Z,+1897-08-17T00:00:00Z,,,,,6297,Q448
Francisco Pelayo Briz,Francisco Pelayo Briz,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francesc%20Pelagi%20Briz%2C%20de%20Audouard.jpg,Barcelona,+1839-09-27T00:00:00Z,+1889-07-15T00:00:00Z,,,,Mestre en Gay Saber,67097,Q449
Francisco Pi y Arsuaga,Francisco Pi y Arsuaga,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Pi%20y%20Arsuaga.png,Madrid,+1865-01-01T00:00:00Z,+1912-03-19T00:00:00Z,Dramaturgia,,,,3514,Q450
Francisco Pi y Margall,Francisco Pi y Margall,España,http://commons.wikimedia.org/wiki/Special:FilePath/Pi%20y%20margall.jpg,Barcelona,+1824-04-29T00:00:00Z,+1901-11-29T00:00:00Z,,,,,1465,Q451
Francisco Pimentel,Francisco Pimentel,México,http://commons.wikimedia.org/wiki/Special:FilePath/Pimentel.png,Aguascalientes,+1832-12-02T00:00:00Z,+1893-12-14T00:00:00Z,"Historia, Lingüística",,,,7288,Q452
Francisco Pérez Bayer,Francisco Pérez Bayer,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Francisco%20P%C3%A9rez%20Bayer%20%28Universidad%20de%20Salamanca%29.jpg,Valencia,+1711-11-11T00:00:00Z,+1794-01-27T00:00:00Z,,,,,66503,Q453
Francisco Ramos del Manzano,Francisco Ramos del Manzano,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Ramos%20del%20Manzano-Matriti%201680.jpg,Vitigudino,+1604-01-01T00:00:00Z,+1683-02-19T00:00:00Z,,,,,61379,Q454
Francisco Rojas González,Francisco Rojas González,México,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Rojas%20Gonz%C3%A1lez%20%28Estatua%29.jpg,Guadalajara,+1904-03-10T00:00:00Z,+1951-12-11T00:00:00Z,,,,,10203,Q455
Francisco Sa de Miranda,Francisco Sa de Miranda,Portugal,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A1%20de%20Miranda.png,Coímbra,+1491-09-06T00:00:00Z,+1558-01-01T00:00:00Z,,,,,30383,Q456
Francisco Sosa Escalante,Francisco Sosa Escalante,México,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Sosa.jpg,San Francisco de Campeche,+1848-04-02T00:00:00Z,+1925-02-09T00:00:00Z,,,,,70861,Q457
Francisco Suárez,Francisco Suárez,España,http://commons.wikimedia.org/wiki/Special:FilePath/Franciscus%20Suarez%2C%20S.I.%20%281548-1617%29.jpg,Granada,+1548-01-01T00:00:00Z,+1617-01-01T00:00:00Z,,Escuela de Salamanca,,,38400,Q458
Francisco Vallés,Francisco Vallés,España,http://commons.wikimedia.org/wiki/Special:FilePath/DivinoValles.jpg,Covarrubias,+1524-10-04T00:00:00Z,+1592-09-20T00:00:00Z,,,,,15960,Q459
Francisco Xavier Clavijero,Francisco Xavier Clavijero,México,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Xavier%20Clavijero%2C.jpg,Veracruz,+1731-09-09T00:00:00Z,+1787-04-02T00:00:00Z,,,,,17913,Q460
Francisco de Aldana,Francisco de Aldana,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20aldana%20800px.jpg,Reino de Nápoles,+1537-01-01T00:00:00Z,+1578-08-14T00:00:00Z,Poesía,,,,463,Q461
Francisco de Borja y Aragón,Francisco de Borja y Aragón,España,http://commons.wikimedia.org/wiki/Special:FilePath/Principe%20de%20Esquilache.jpg,Madrid,+1581-01-01T00:00:00Z,+1658-09-26T00:00:00Z,,,,"Caballero de la Orden de Montesa, Maestre de la Orden de Santiago",6951,Q462
Francisco de Cárdenas Espejo,Francisco de Cárdenas Espejo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20C%C3%A1rdenas%2C%20La%20Ilustraci%C3%B3n%20Espa%C3%B1ola%20y%20Americana.jpg,Sevilla,+1817-02-04T00:00:00Z,+1898-07-03T00:00:00Z,,,,Caballero del collar de la Orden de Carlos III,8075,Q463
Francisco de Lorenzana,Francisco de Lorenzana,España,http://commons.wikimedia.org/wiki/Special:FilePath/El%20cardenal%20Francisco%20Antonio%20de%20Lorenzana%20%28Museo%20del%20Prado%29.jpg,León,+1722-09-22T00:00:00Z,+1804-04-14T00:00:00Z,,,,,6874,Q464
